,rotate_angle,isDoll,success,labels
2678,1.20491,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
2679,-2.68168,1.0,1,[3 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2680,-3.05277,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2681,-1.70902,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
2682,2.19083,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
2683,3.09054,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1]
2684,-2.84651,1.0,1,[3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2685,1.80347,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2686,1.87979,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2687,0.72014,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2]
2688,0.216157,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
2689,-0.939173,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
2690,0.881475,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
2691,-1.09802,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2692,1.73382,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
2693,2.80157,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1]
2694,1.83972,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2695,1.18094,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
2696,-1.81966,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2697,1.51461,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
2698,-1.31139,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
2699,-2.79133,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2700,-1.56447,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
2701,-0.754313,1.0,1,[3 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2]
2702,-2.71302,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2703,1.77796,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2704,-2.23775,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2705,0.426962,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
2706,-0.96003,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
2707,1.15799,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
2708,1.5349,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
2709,-1.43793,1.0,1,[3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]
2710,0.126592,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
2711,2.38888,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
2712,0.0695849,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
2713,-1.83579,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2714,-0.995646,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
2715,-2.60639,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2716,0.235157,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
2717,-0.599003,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
2718,-1.93425,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2719,0.691501,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
2720,-2.41745,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2721,1.95817,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2]
2722,0.453787,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2]
2723,1.91349,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2724,0.816488,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
2725,0.805095,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
2726,-2.89352,1.0,1,[3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2727,-2.62862,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2728,-1.52317,1.0,1,[3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]
2729,2.81759,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1]
2730,-0.506434,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
2731,1.88623,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2732,0.376255,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
2733,-2.67371,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2734,0.998422,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
2735,0.108035,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
2736,-1.20299,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
2737,-1.08932,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
2738,3.01119,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1]
2739,-1.12904,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
2740,-0.689297,1.0,1,[3 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2]
2741,1.53212,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
2742,-2.82591,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2743,-2.77349,1.0,1,[3 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2744,2.30564,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2]
2745,-0.005007,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2746,-1.39429,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2747,-1.52509,1.0,1,[3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]
2748,0.915203,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
2749,2.89722,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
2750,-0.265224,1.0,1,[3 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2]
2751,-1.66503,1.0,1,[3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]
2752,-1.64588,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
2753,-0.288986,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
2754,1.58466,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
2755,0.704457,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
2756,2.90499,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
2757,0.88095,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
2758,-0.302768,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
2759,2.20284,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
2760,2.15473,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
2761,-0.54953,1.0,1,[3 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2]
2762,-1.52953,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
2763,-0.364287,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2764,0.191582,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2765,0.218504,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
2766,-0.263714,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
2767,2.03614,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2768,-0.489605,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
2769,-1.49851,1.0,1,[3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]
2770,0.375236,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
2771,2.37919,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
2772,-0.67164,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
2773,2.53985,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
2774,2.66266,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2]
2775,-2.69666,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2776,0.465416,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2]
2777,0.188066,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
2778,0.219154,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
2779,1.82218,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2780,-2.57329,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2781,2.98356,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
2782,-0.350796,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
2783,-0.732139,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
2784,-2.24574,1.0,1,[3 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2785,0.0875342,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
2786,2.22422,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
2787,-0.857265,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
2788,-2.94841,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2789,3.08963,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
2790,-2.35598,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2791,-1.93145,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2792,2.60543,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
2793,1.3146,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
2794,0.517842,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
2795,-2.44973,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2796,-0.127204,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
2797,-0.374166,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
2798,0.779761,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
2799,2.49076,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
2800,-2.6718,1.0,1,[3 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2801,-2.98499,1.0,1,[3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2802,1.98151,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2]
2803,-3.11618,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2804,1.89405,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2]
2805,1.11303,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
2806,1.25351,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
2807,1.1479,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
2808,1.83966,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2809,2.21652,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2]
2810,-1.70601,1.0,1,[3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]
2811,0.0581918,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
2812,1.61647,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
2813,0.179526,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
2814,0.416387,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2]
2815,-2.44658,1.0,1,[3 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2816,-0.920308,1.0,0,[3 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2]
2817,-1.85062,1.0,0,[3 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2818,0.295272,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
2819,-0.115242,1.0,1,[3 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2]
2820,0.568539,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2]
2821,0.913079,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
2822,1.69733,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
2823,0.739107,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
2824,-2.82645,1.0,1,[3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2825,-2.84155,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2826,-0.0267687,1.0,1,[3 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2]
2827,1.27653,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
2828,-2.72691,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2829,-1.80769,1.0,1,[3 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2830,-2.56002,1.0,1,[3 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2831,-2.92766,1.0,1,[3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2832,-0.239001,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
2833,-1.80557,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2834,-2.33337,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2835,-1.45706,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2836,-1.76713,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2837,-0.118955,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
2838,-1.15129,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
2839,1.6766,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
2840,0.254241,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
2841,-2.2262,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2842,3.03561,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
2843,-0.288373,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
2844,0.520452,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
2845,-2.81463,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2846,1.26804,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2]
2847,2.90777,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
2848,1.60797,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
2849,-1.17408,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2850,-0.721669,1.0,1,[3 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2]
2851,-1.08597,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2852,-0.384538,1.0,1,[3 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2]
2853,1.30881,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
2854,-2.64946,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2855,1.57587,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
2856,2.59011,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
2857,2.23123,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2]
2858,0.429818,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
2859,-2.7096,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2860,-2.53666,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2861,2.06561,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2]
2862,1.93641,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2863,2.52382,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2]
2864,-2.52423,1.0,1,[3 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2865,-0.195109,1.0,1,[3 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2]
2866,-0.143919,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2867,3.09374,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
2868,0.445724,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2]
2869,-1.7255,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
2870,0.906525,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2]
2871,-2.73382,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2872,1.42343,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2873,0.453173,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2874,1.24276,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
2875,-2.07348,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2876,-2.74152,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2877,-0.298096,1.0,1,[3 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2]
2878,-0.284641,1.0,0,[3 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2]
2879,2.66022,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
2880,2.16956,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
2881,1.44726,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2]
2882,1.89378,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2883,1.93971,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2884,-1.1788,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
2885,2.65445,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2886,-3.03574,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2887,0.781192,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2]
2888,2.84711,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
2889,-0.629245,1.0,0,[3 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2]
2890,-2.40594,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2891,-1.12315,1.0,1,[3 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2]
2892,2.53656,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
2893,-2.60648,1.0,0,[3 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2894,-2.15507,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2895,-1.23946,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
2896,1.41626,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2]
2897,2.73243,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2]
2898,-1.18494,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
2899,0.535713,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
2900,0.119774,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
2901,0.48463,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
2902,-1.49873,1.0,0,[3 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2]
2903,1.90566,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2904,-1.42298,1.0,1,[3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]
2905,-2.38893,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2906,2.96027,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0]
2907,1.17587,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2908,1.29064,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2]
2909,-1.0487,1.0,1,[3 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2]
2910,-2.30283,1.0,0,[3 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2911,0.640891,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2912,0.488872,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2]
2913,-2.0159,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2914,-1.33857,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
2915,1.80059,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2916,-0.273262,0.0,0,[0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3]
2917,1.82483,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2918,-1.46158,1.0,1,[3 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2]
2919,0.444526,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2]
2920,-2.79297,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2921,2.96747,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1]
2922,0.791287,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2]
2923,0.194276,1.0,1,[3 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2]
2924,2.24832,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
2925,-3.08258,1.0,0,[3 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2]
2926,-0.345824,1.0,1,[3 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2]
2927,2.1941,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2]
2928,2.04762,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2929,1.1604,1.0,1,[3 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2]
2930,1.88938,1.0,0,[3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 2]
2931,-0.357781,1.0,1,[3 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2]
2932,0.0912845,1.0,0,[3 2 2 2 2 2 2 2 2 2 0 2 2 2 2 2 2 2 2]
2933,-1.15604,1.0,0,[3 2 2 2 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2]
